medicamentosap,textobrevemedicamento,med_std,esencial,esencial_item,esencial_desc
2050000410,"BANDERA INSTITUCIONAL 1.20 X 0.90","BANDERA INSTITUCIONAL 1.20 X 0.90","No esencial","",""
2050000412,"CARPETA ECOGRAFIA ILUSTRACION","CARPETA ECOGRAFIA ILUSTRACION","No esencial","",""
2050000413,"CARPETA DE PERINATOLOGIA ILUSTRACION","CARPETA DE PERINATOLOGIA ILUSTRACION","No esencial","",""
2050000414,"SOLICITUD DE PIN SISTEMA REI BLOCK 75GRS","SOLICITUD DE PIN SISTEMA REI BLOCK 75GRS","No esencial","",""
2050000415,"SOLICITUD DE PAGO FRACCIONADO  AOP 75GRS","SOLICITUD DE PAGO FRACCIONADO  AOP 75GRS","No esencial","",""
2050000416,"DECLARACION JURD SEGURO DOMESTICO BK 75G","DECLARACION JURD SEGURO DOMESTICO BK 75G","No esencial","",""
2050000417,"CARTA CAMBIO DE COTIZANTE AOP 75GRS BK","CARTA CAMBIO DE COTIZANTE AOP 75GRS BK","No esencial","",""
2050000418,"DECLARACION JURD DATOS DEL EMPLEADOR BLK","DECLARACION JURD DATOS DEL EMPLEADOR BLK","No esencial","",""
2050000419,"HOJA DE NOTIFICACION AOP 75 GRS BLOCK","HOJA DE NOTIFICACION AOP 75 GRS BLOCK","No esencial","",""
2050000420,"HOJA MEMBRETADA INSTITUCIONAL OFIC BLOCK","HOJA MEMBRETADA INSTITUCIONAL OFIC BLOCK","No esencial","",""
2050000421,"HOJA MEMBRETADA INSTITUCIONAL A4","HOJA MEMBRETADA INSTITUCIONAL A4","No esencial","",""
2050000422,"HOJA MEMBRETADA INSTITUCIONAL CARTA","HOJA MEMBRETADA INSTITUCIONAL CARTA","No esencial","",""
2050000423,"CARPETA GERENCIA ADM CARTULINA 240GRS","CARPETA GERENCIA ADM CARTULINA 240GRS","No esencial","",""
2050000424,"PLANILLA DE COMBUSTIBLE TRANSPORTE","PLANILLA DE COMBUSTIBLE TRANSPORTE","No esencial","",""
2050000425,"TRIPTICO LIMPIEZA CORRECTA","TRIPTICO LIMPIEZA CORRECTA","No esencial","",""
2050000426,"CARPETA SECRETARIA DE CONSEJO 180GRS","CARPETA SECRETARIA DE CONSEJO 180GRS","No esencial","",""
2050000427,"PANTALON AZUL XXXXXG","PANTALON AZUL XXXXXG","No esencial","",""
2050000428,"CHOMBA CELESTE XXXG","CHOMBA CELESTE XXXG","No esencial","",""
2050000429,"FUNDA PARA COLECHO","FUNDA PARA COLECHO","No esencial","",""
2050000430,"CORTINA 3.50 X 1.50 TAPIZ INDU","CORTINA 3.50 X 1.50 TAPIZ INDU","No esencial","",""
2050000431,"INSCRIPCION AL SEGURO DOMESTICO AOP BLOK","INSCRIPCION AL SEGURO DOMESTICO AOP BLOK","No esencial","",""
2050000432,"VOLANTE MULTA A EMPLEADORES AOP","VOLANTE MULTA A EMPLEADORES AOP","No esencial","",""
2050000434,"CARPETA CON LOGO 180GRS","CARPETA CON LOGO 180GRS","No esencial","",""
2050000435,"CARPETA JUBILACIONES 180GRS","CARPETA JUBILACIONES 180GRS","No esencial","",""
2050000436,"SOLICITUD REVOCACIONES INFORMATICAS AOP","SOLICITUD REVOCACIONES INFORMATICAS AOP","No esencial","",""
2050000437,"FORMULARIO INHABILITAR OPCIONES AOP","FORMULARIO INHABILITAR OPCIONES AOP","No esencial","",""
2050000438,"FORMULARIO HABILITACION DE OPCIONES AOP","FORMULARIO HABILITACION DE OPCIONES AOP","No esencial","",""
2050000439,"FORMULARIO CREACION DE ROLES SIST JUBILC","FORMULARIO CREACION DE ROLES SIST JUBILC","No esencial","",""
2050000440,"CHOMBA BC AZUL P- PROG 1","CHOMBA BC AZUL P- PROG 1","No esencial","",""
2050000441,"BANDERA PARAGUAYA C/E 1.20 X 0.90- PROG","BANDERA PARAGUAYA C/E 1.20 X 0.90- PROG","No esencial","",""
2050000442,"BANDERA IPS 1.20 X 0.90 -PROG 1","BANDERA IPS 1.20 X 0.90 -PROG 1","No esencial","",""
2050000443,"BANDERA PYA 50 MTS - PROG 1","BANDERA PYA 50 MTS - PROG 1","No esencial","",""
2050000444,"CORTINA DE 8.90 X 1.50 - PROG 1","CORTINA DE 8.90 X 1.50 - PROG 1","No esencial","",""
2050000445,"CHOMBA BC VERDE P - PROG 1","CHOMBA BC VERDE P - PROG 1","No esencial","",""
2050000446,"CHOMBA BC VERDE M - PROG 1","CHOMBA BC VERDE M - PROG 1","No esencial","",""
2050000447,"TOALLA 1.20 X 1.00 - PROG 1","TOALLA 1.20 X 1.00 - PROG 1","No esencial","",""
2050000448,"PANTALON AZUL P - PROG 1","PANTALON AZUL P - PROG 1","No esencial","",""
2050000449,"PANTALON AZUL M - PROG 1","PANTALON AZUL M - PROG 1","No esencial","",""
2050000450,"PANTALON AZUL G - PROG 1","PANTALON AZUL G - PROG 1","No esencial","",""
2050000451,"PANTALON AZUL XXG- PROG 1","PANTALON AZUL XXG- PROG 1","No esencial","",""
2050000452,"PANTALON AZUL XG - PROG 1","PANTALON AZUL XG - PROG 1","No esencial","",""
2050000453,"CHOMBA BC AZUL M - PROG 1","CHOMBA BC AZUL M - PROG 1","No esencial","",""
2050000454,"CHOMBA BC AZUL G - PROG 1","CHOMBA BC AZUL G - PROG 1","No esencial","",""
2050000455,"CHOMBA BC AZUL XG- PROG 1","CHOMBA BC AZUL XG- PROG 1","No esencial","",""
2050000456,"CHOMBA BC AZUL XXG- PROG 1","CHOMBA BC AZUL XXG- PROG 1","No esencial","",""
2050000457,"FORM AUTORIZACION PAG BANCO VISION BLOCK","FORM AUTORIZACION PAG BANCO VISION BLOCK","No esencial","",""
2050000458,"AUTORIZACION PAG RED BANCARIA ITAU BLOCK","AUTORIZACION PAG RED BANCARIA ITAU BLOCK","No esencial","",""
2050000459,"FORM AUTORIZACION PAG BANCO BNF BLOCK","FORM AUTORIZACION PAG BANCO BNF BLOCK","No esencial","",""
2050000460,"DECL JURD P/ CAMBIO TIPO COTIZANT BLOCK","DECL JURD P/ CAMBIO TIPO COTIZANT BLOCK","No esencial","",""
2050000461,"SOLICITUDCLAVE ACC CONTROL DE APORTES BK","SOLICITUDCLAVE ACC CONTROL DE APORTES BK","No esencial","",""
2050000462,"SOLICT PRESTAM A SOLA FIRMAFUNC 60GRS BK","SOLICT PRESTAM A SOLA FIRMAFUNC 60GRS BK","No esencial","",""
2050000463,"SOLICITUD PERMISO RECURSOS HUM 60GRS BK","SOLICITUD PERMISO RECURSOS HUM 60GRS BK","No esencial","",""
2050000464,"COMPROBANTE PAGO JUBILADO BK","COMPROBANTE PAGO JUBILADO BK","No esencial","",""
2050000465,"SALIDA DE BAÑO","SALIDA DE BANO","No esencial","",""
2050000466,"BANDERA IPS DE 2 M - PROG 1","BANDERA IPS DE 2 M - PROG 1","No esencial","",""
2050000472,"CAMISON POPLIN CELESTE","CAMISON POPLIN CELESTE","No esencial","",""
2050000473,"FICHA DE FISCALIZACION INTERIOR AOPBLOCK","FICHA DE FISCALIZACION INTERIOR AOPBLOCK","No esencial","",""
2050000474,"CARPETA AUDITORIA 240","CARPETA AUDITORIA 240","No esencial","",""
2050000475,"COMPRESA PARA TRAQUEOTOMIA","COMPRESA PARA TRAQUEOTOMIA","No esencial","",""
2050000476,"BANDERA PYA C/ ESCUDO 2 M. PROG-1","BANDERA PYA C/ ESCUDO 2 M. PROG-1","No esencial","",""
2050000477,"TOALLA 0.50 X 0.50. PROG-1","TOALLA 0.50 X 0.50. PROG-1","No esencial","",""
2050000478,"TOALLA 1.00 X 0.50 PROG-1","TOALLA 1.00 X 0.50 PROG-1","No esencial","",""
2050000482,"SOLICITUD DE BLOQUEO DE BENEFICIARIO BK","SOLICITUD DE BLOQUEO DE BENEFICIARIO BK","No esencial","",""
2050000483,"CHOMBA VERDE AGUA XXXL","CHOMBA VERDE AGUA XXXL","No esencial","",""
2050000484,"PANTALON BC VERDE XXXG","PANTALON BC VERDE XXXG","No esencial","",""
2050000485,"CAMISÓN DISEÑO INFANTIL","CAMISON DISENO INFANTIL","No esencial","",""
2050000486,"DELANTAL ESCOTE V POPLIN BLANCO","DELANTAL ESCOTE V POPLIN BLANCO","No esencial","",""
2050000487,"BANDERA PYA C/ ESC. 4 MTS","BANDERA PYA C/ ESC. 4 MTS","No esencial","",""
2050000488,"BANDERA IPS 4 MTS","BANDERA IPS 4 MTS","No esencial","",""
2050000489,"TOALLA 1.60 X 0.80 PROG 1","TOALLA 1.60 X 0.80 PROG 1","No esencial","",""
2050000490,"CHOMBA TAFETAN G PROG. 1","CHOMBA TAFETAN G PROG. 1","No esencial","",""
2050000491,"PANTALON SM BLANCO G PROG. 1","PANTALON SM BLANCO G PROG. 1","No esencial","",""
2050000492,"DECLARACION JURD PARA CONCUBINO BK","DECLARACION JURD PARA CONCUBINO BK","No esencial","",""
2050000493,"DECLARACION JURD PARA ESPOSA E HIJOS BK","DECLARACION JURD PARA ESPOSA E HIJOS BK","No esencial","",""
2050000494,"DECLARACION JURD PARA PADRES BK","DECLARACION JURD PARA PADRES BK","No esencial","",""
2050000495,"HOJA MEMBRETADA A4 90GRAMOS BK","HOJA MEMBRETADA A4 90GRAMOS BK","No esencial","",""
2050000496,"HOJA MEMBRETADA CARTA 90 GRAMOS","HOJA MEMBRETADA CARTA 90 GRAMOS","No esencial","",""
2050000497,"SOLICITUD DE PIN DE SISTEMA REI 90GRS","SOLICITUD DE PIN DE SISTEMA REI 90GRS","No esencial","",""
2050000498,"FORM AUTO P/PAGO BCO VISION 75GRS BLOCK","FORM AUTO P/PAGO BCO VISION 75GRS BLOCK","No esencial","",""
2050000499,"CHOMBA TAFETAN XXXXG","CHOMBA TAFETAN XXXXG","No esencial","",""
2050000500,"PANTALON POPLIN VERDE AGUA P","PANTALON POPLIN VERDE AGUA P","No esencial","",""
2050000501,"PANTALON POPLIN VERDE AGUA M","PANTALON POPLIN VERDE AGUA M","No esencial","",""
2050000502,"AUTORIZACION PAGO ITAU AOP BLOCK 75GRS","AUTORIZACION PAGO ITAU AOP BLOCK 75GRS","No esencial","",""
2050000503,"AUTORIZACION PAGO BNF BLOCK 75GRS","AUTORIZACION PAGO BNF BLOCK 75GRS","No esencial","",""
2050000504,"CONSTANCIA DE NO ADEUDAR AOP BLOCK 75GRS","CONSTANCIA DE NO ADEUDAR AOP BLOCK 75GRS","No esencial","",""
2050000506,"CHAQUETA TAPIZ INDU M","CHAQUETA TAPIZ INDU M","No esencial","",""
2050000507,"CHOMBA INFANTIL XXXXXG","CHOMBA INFANTIL XXXXXG","No esencial","",""
2050000508,"PLANILLA DE COMBUSTIBLE TRANSPORTE 90GRS","PLANILLA DE COMBUSTIBLE TRANSPORTE 90GRS","No esencial","",""
2050000509,"FORM CREACION DE ROLES SIST JUB 75GRS BK","FORM CREACION DE ROLES SIST JUB 75GRS BK","No esencial","",""
2050000510,"CAMBIO DE HORARIO Y CARG HORARIA BK 75GS","CAMBIO DE HORARIO Y CARG HORARIA BK 75GS","No esencial","",""
2050000511,"SOLICITUD DE CLAVE AOP 75 GRS BLOCK","SOLICITUD DE CLAVE AOP 75 GRS BLOCK","No esencial","",""
2050000513,"PERMISO POR CONTRATO COLECTIVO 75GRS BK","PERMISO POR CONTRATO COLECTIVO 75GRS BK","No esencial","",""
2050000514,"HOJA DE REMISION 90 GRS BLOCK","HOJA DE REMISION 90 GRS BLOCK","No esencial","",""
2050000515,"CONTRASEÑA CAJA DE PRESTAMOS 60GRS","CONTRASENA CAJA DE PRESTAMOS 60GRS","No esencial","",""
2050000516,"FICHA DE PAGO A DOMICILIO JUBILACIONES","FICHA DE PAGO A DOMICILIO JUBILACIONES","No esencial","",""
2050000517,"INSCRIPCION DEL EMPLEADOR","INSCRIPCION DEL EMPLEADOR","No esencial","",""
2050000518,"INSCRIPCION PATRONAL","INSCRIPCION PATRONAL","No esencial","",""
2050000519,"SOLICITUD DE ASISTENCIA INFORMATICA","SOLICITUD DE ASISTENCIA INFORMATICA","No esencial","",""
2050000520,"DECLARACION JURD PERSONAS FISICAS AOP","DECLARACION JURD PERSONAS FISICAS AOP","No esencial","",""
2050000521,"COMPROMISO DE CONFIDENCIALIDAD AOP BK","COMPROMISO DE CONFIDENCIALIDAD AOP BK","No esencial","",""
2050000523,"DECLARACION JURD PERSONAS JURID 90GRS BK","DECLARACION JURD PERSONAS JURID 90GRS BK","No esencial","",""
2050000524,"SOLICITUD DE PRESTAMOS JUBILADOS 90GR BK","SOLICITUD DE PRESTAMOS JUBILADOS 90GR BK","No esencial","",""
2050000525,"VOLANTE MULTA AOP PAPEL COMERCIAL BLOCK","VOLANTE MULTA AOP PAPEL COMERCIAL BLOCK","No esencial","",""
2050000526,"VOLANTE JUBILACIONES PAPEL COMERCIAL BK","VOLANTE JUBILACIONES PAPEL COMERCIAL BK","No esencial","",""
2050000527,"VOLANTE CODIGO DE ETICA PAPEL COMERCIAL","VOLANTE CODIGO DE ETICA PAPEL COMERCIAL","No esencial","",""
2050000528,"VOLANTE SEGURO DOMESTICO PAPL COMER BK","VOLANTE SEGURO DOMESTICO PAPL COMER BK","No esencial","",""
2050000529,"TRIPTICO PREVENCION DE INCENDIO","TRIPTICO PREVENCION DE INCENDIO","No esencial","",""
2050000530,"COMPRESA SIMPLE SPV 1 X 1 METRO","COMPRESA SIMPLE SPV 1 X 1 METRO","No esencial","",""
2050000531,"COMPRESA DOBLE SPV","COMPRESA DOBLE SPV","No esencial","",""
2050000532,"ENVOLTORIO SPV 1.35 METROS","ENVOLTORIO SPV 1.35 METROS","No esencial","",""
2050000533,"PONCHO DE 3 METROS SPV","PONCHO DE 3 METROS SPV","No esencial","",""
2050000534,"MESA TIPO L","MESA TIPO L","No esencial","",""
2050000535,"TABURETES BAJO","TABURETES BAJO","No esencial","",""
2050000536,"TABURETES ALTOS","TABURETES ALTOS","No esencial","",""
2050000538,"MASTIL","MASTIL","No esencial","",""
2050000539,"TOALLA 33 X 33 PROG. 1","TOALLA 33 X 33 PROG. 1","No esencial","",""
2050000540,"CHOMBA ROSADO XXXL","CHOMBA ROSADO XXXL","No esencial","",""
2050000541,"PONCHITO 0.70 X 0.70","PONCHITO 0.70 X 0.70","No esencial","",""
2050000542,"PIJAMA ADULTO POPLIN CELESTE","PIJAMA ADULTO POPLIN CELESTE","No esencial","",""
2050000544,"MESA DE INSTRUMENTACION (INTR. Y APOYO)","MESA DE INSTRUMENTACION (INTR. Y APOYO)","No esencial","",""
2050000545,"CARPETA CON LOGO DE INVERSIONES","CARPETA CON LOGO DE INVERSIONES","No esencial","",""
2050000546,"CHOMBA SPV G","CHOMBA SPV G","No esencial","",""
2050000547,"PANTALON SPV G","PANTALON SPV G","No esencial","",""
2050000548,"COMPRESA SPV 1.20 X 1.50","COMPRESA SPV 1.20 X 1.50","No esencial","",""
2050000549,"COMPRESA SPV 75 X 75","COMPRESA SPV 75 X 75","No esencial","",""
2050000551,"ALACENAS COLGANTES","ALACENAS COLGANTES","No esencial","",""
2050000552,"CHOMBA AZUL XXXXL","CHOMBA AZUL XXXXL","No esencial","",""
2050000553,"CHOMBA AZUL XXXXXL","CHOMBA AZUL XXXXXL","No esencial","",""
2050000554,"PANTALÓN AZUL XXXXXL","PANTALON AZUL XXXXXL","No esencial","",""
2050000555,"PANTALÓN SPV P","PANTALON SPV P","No esencial","",""
2050000556,"PANTALÓN SPV M","PANTALON SPV M","No esencial","",""
2050000557,"PANTALÓN SPV XL","PANTALON SPV XL","No esencial","",""
2050000558,"CHOMBA ROSADO XXXXL","CHOMBA ROSADO XXXXL","No esencial","",""
2050000559,"CHOMBA SPB P","CHOMBA SPB P","No esencial","",""
2050000561,"CHOMBA SPB M","CHOMBA SPB M","No esencial","",""
2050000562,"CHOMBA SPB G","CHOMBA SPB G","No esencial","",""
2050000563,"CHOMBA SPB XL","CHOMBA SPB XL","No esencial","",""
2050000564,"CHOMBA SPB XXL","CHOMBA SPB XXL","No esencial","",""
2050000565,"PANTALÓN SPB P","PANTALON SPB P","No esencial","",""
2050000566,"PANTALÓN SPB M","PANTALON SPB M","No esencial","",""
2050000567,"PANTALÓN SPB G","PANTALON SPB G","No esencial","",""
2050000568,"PANTALÓN SPB XL","PANTALON SPB XL","No esencial","",""
2050000569,"PANTALÓN SPB XXL","PANTALON SPB XXL","No esencial","",""
2050000570,"BIOMBO","BIOMBO","No esencial","",""
2050000573,"BANDERA PYA DE 3 METROS PROG. 1","BANDERA PYA DE 3 METROS PROG. 1","No esencial","",""
2050000574,"BANDERA PYA DE 10 METROS PROG. 1","BANDERA PYA DE 10 METROS PROG. 1","No esencial","",""
2050000575,"CHOMBA TAFETAN M PROG. 1","CHOMBA TAFETAN M PROG. 1","No esencial","",""
2050000576,"CHOMBA TAFETAN XL PROG. 1","CHOMBA TAFETAN XL PROG. 1","No esencial","",""
2050000577,"MANTEL REDONDO 6 METROS PROG. 1","MANTEL REDONDO 6 METROS PROG. 1","No esencial","",""
2050000579,"MANTEL DE 3 METROS PROG. 1","MANTEL DE 3 METROS PROG. 1","No esencial","",""
2050000580,"CHOMBA VERDE AGUA P PROG. 1","CHOMBA VERDE AGUA P PROG. 1","No esencial","",""
2050000581,"CHOMBA VERDE AGUA M PROG. 1","CHOMBA VERDE AGUA M PROG. 1","No esencial","",""
2050000582,"CHOMBA VERDE AGUA G PROG. 1","CHOMBA VERDE AGUA G PROG. 1","No esencial","",""
2050000583,"CHOMBA CELESTE M PROG. 1","CHOMBA CELESTE M PROG. 1","No esencial","",""
2050000584,"CHOMBA CELESTE G PROG. 1","CHOMBA CELESTE G PROG. 1","No esencial","",""
2050000585,"CHOMBA VERDE G PROG. 1","CHOMBA VERDE G PROG. 1","No esencial","",""
2050000586,"SILLA DE MADERA","SILLA DE MADERA","No esencial","",""
2050000587,"MANTEL REDONDO 2 METROS PROG. 1","MANTEL REDONDO 2 METROS PROG. 1","No esencial","",""
2050000588,"PANTALON SPV P","PANTALON SPV P","No esencial","",""
2050000589,"PANTALON SPV M","PANTALON SPV M","No esencial","",""
2050000590,"PANTALON SPV XL","PANTALON SPV XL","No esencial","",""
2050000591,"CHOMBA ROSADO XXXXL","CHOMBA ROSADO XXXXL","No esencial","",""
2050000592,"CHOMBA SPB XL","CHOMBA SPB XL","No esencial","",""
2050000593,"CHOMBA SPB XXL","CHOMBA SPB XXL","No esencial","",""
2050000594,"PANTALÓN SM BLANCO XXXXL","PANTALON SM BLANCO XXXXL","No esencial","",""
2050000595,"PIJAMA INFANTIL G","PIJAMA INFANTIL G","No esencial","",""
2050000596,"BRAZAL PARA PACIENTE","BRAZAL PARA PACIENTE","No esencial","",""
2050000597,"BABERO PARA ADULTO TAPIZ INDU","BABERO PARA ADULTO TAPIZ INDU","No esencial","",""
2050000598,"BABERO PARA NIÑOS TAPIZ INDU","BABERO PARA NINOS TAPIZ INDU","No esencial","",""
2050000599,"BANCO ENCHAPADO TIPO L","BANCO ENCHAPADO TIPO L","No esencial","",""
2050000600,"CAMA STANDAR","CAMA STANDAR","No esencial","",""
2050000602,"TABURETE ALTO CON RESPALDO","TABURETE ALTO CON RESPALDO","No esencial","",""
2050000603,"CARPETA AOP ILUSTRACION","CARPETA AOP ILUSTRACION","No esencial","",""
2050000605,"CARPETA DIRECCION JURIDA ILUSTRACION","CARPETA DIRECCION JURIDA ILUSTRACION","No esencial","",""
2050000606,"CHOMBA SPV P","CHOMBA SPV P","No esencial","",""
2050000607,"CHOMBA SPV M","CHOMBA SPV M","No esencial","",""
2050000608,"CHOMBA SPV XL","CHOMBA SPV XL","No esencial","",""
2050000609,"PORTA CHATA SPV","PORTA CHATA SPV","No esencial","",""
2050000610,"PONCHITO 40X40 SPV","PONCHITO 40X40 SPV","No esencial","",""
2050000611,"PONCHITO 50X50 SPV","PONCHITO 50X50 SPV","No esencial","",""
2050000612,"BANDERA PYA 4METROS","BANDERA PYA 4METROS","No esencial","",""
2050000613,"BANDERA PYA 5 METROS","BANDERA PYA 5 METROS","No esencial","",""
2050000614,"COLPOR","COLPOR","No esencial","",""
2050000615,"BOLSA PARA ROPA SUCIA SPV","BOLSA PARA ROPA SUCIA SPV","No esencial","",""
2050000616,"PANTALON SM BLANCO M PROG. 1","PANTALON SM BLANCO M PROG. 1","No esencial","",""
2050000617,"PANTALON SM BLANCO XL PROG. 1","PANTALON SM BLANCO XL PROG. 1","No esencial","",""
2050000618,"MANTEL DE 4M PROG.1","MANTEL DE 4M PROG.1","No esencial","",""
2050000620,"MODULAR DE DOS PUERTAS","MODULAR DE DOS PUERTAS","No esencial","",""
2050000623,"ARMARIO CERRADO","ARMARIO CERRADO","No esencial","",""
2050000624,"MESA DE MADERA","MESA DE MADERA","No esencial","",""
2050000625,"MESADA","MESADA","No esencial","",""
2050000626,"CAMA DE 1 1/2 PLAZA","CAMA DE 1 1/2 PLAZA","No esencial","",""
2050000627,"MESA COMEDOR CON BANQUETA EN L","MESA COMEDOR CON BANQUETA EN L","No esencial","",""
2050000632,"MESA REDONDA","MESA REDONDA","No esencial","",""
2050000642,"SABANA DOMESTICA","SABANA DOMESTICA","No esencial","",""
2050000643,"MESA DE METAL ACERO INOX(TIPO II)","MESA DE METAL ACERO INOX(TIPO II)","No esencial","",""
2050000652,"CHOMBA TEWILL XXXL","CHOMBA TEWILL XXXL","No esencial","",""
2050000653,"PANTALON TEWILL XXXL","PANTALON TEWILL XXXL","No esencial","",""
2050000654,"ARMARIO DE 2 PUERTAS","ARMARIO DE 2 PUERTAS","No esencial","",""
2050000656,"SABANITA USO DOMESTICO","SABANITA USO DOMESTICO","No esencial","",""
2050000657,"CHALECO TAPIZ INDU SM PROG.1","CHALECO TAPIZ INDU SM PROG.1","No esencial","",""
2050000659,"ESTANTE DE MADERA","ESTANTE DE MADERA","No esencial","",""
2050000662,"ARMARIO PARA BIBLIORATO","ARMARIO PARA BIBLIORATO","No esencial","",""
2050000663,"BAUL PARA INSUMOS","BAUL PARA INSUMOS","No esencial","",""
2050000664,"PANTALON TEWILL P","PANTALON TEWILL P","No esencial","",""
2050000665,"PANTALON TEWILL M","PANTALON TEWILL M","No esencial","",""
2050000666,"PANTALON TEWILL G","PANTALON TEWILL G","No esencial","",""
2050000667,"PANTALON TEWILL XL","PANTALON TEWILL XL","No esencial","",""
2050000668,"CHOMBA TEWILL M","CHOMBA TEWILL M","No esencial","",""
2050000669,"CHALECO ESCOTE V - TEWILL","CHALECO ESCOTE V - TEWILL","No esencial","",""
2050000670,"PANTALON AZUL XL PROG-1","PANTALON AZUL XL PROG-1","No esencial","",""
2050000671,"PANTALON AZUL XL PROG-1","PANTALON AZUL XL PROG-1","No esencial","",""
2050000672,"PANTALON AZUL G PROG -1","PANTALON AZUL G PROG -1","No esencial","",""
2050000673,"CHOMBA AZUL G PROG-1","CHOMBA AZUL G PROG-1","No esencial","",""
2050000682,"CAJONERA (DE 1 CAJON)","CAJONERA (DE 1 CAJON)","No esencial","",""
2050000683,"MUEBLE BAJO MESADA DE 7 PUERTAS","MUEBLE BAJO MESADA DE 7 PUERTAS","No esencial","",""
2050000684,"MAMPARA PARA CONSULTORIO","MAMPARA PARA CONSULTORIO","No esencial","",""
2050000685,"ESTANTE DE MADERA TIPO L","ESTANTE DE MADERA TIPO L","No esencial","",""
2050000686,"CHOMBA SPV XXL","CHOMBA SPV XXL","No esencial","",""
2050000687,"PANTALON SPV XXL","PANTALON SPV XXL","No esencial","",""
2050000688,"CHOMBA TEWIL XG","CHOMBA TEWIL XG","No esencial","",""
2050000689,"GUARDAPOLVO TEWIL ML","GUARDAPOLVO TEWIL ML","No esencial","",""
2050000690,"CORTINA TI DE 1.80","CORTINA TI DE 1.80","No esencial","",""
2050000692,"BOX DE 4 COMPARTIMIENTOS","BOX DE 4 COMPARTIMIENTOS","No esencial","",""
2050000693,"MESADA PARA COCINA","MESADA PARA COCINA","No esencial","",""
2050000694,"TABURETES ALTOS COLOR GRIS ESPACIAL","TABURETES ALTOS COLOR GRIS ESPACIAL","No esencial","",""
2050000702,"CHOMBA POPLIN BLANCO XG","CHOMBA POPLIN BLANCO XG","No esencial","",""
2050000703,"PIERNERA SPV","PIERNERA SPV","No esencial","",""
2050000704,"MODULAR DE COCINA","MODULAR DE COCINA","No esencial","",""
2050000705,"MARCO BAJO MESADA","MARCO BAJO MESADA","No esencial","",""
2050000706,"MODULAR GRANDE","MODULAR GRANDE","No esencial","",""
2050000708,"CAMBIADOR DE BEBES 2","CAMBIADOR DE BEBES 2","No esencial","",""
2050000709,"TOALLA 1.60 X 0.75","TOALLA 1.60 X 0.75","No esencial","",""
2050000711,"PANTALON SPB XXXL","PANTALON SPB XXXL","No esencial","",""
2050000712,"TOALLA 1.10 X 0.65","TOALLA 1.10 X 0.65","No esencial","",""
2050000722,"CHOMBA ROSADA M- PROG 1","CHOMBA ROSADA M- PROG 1","No esencial","",""
2050000723,"MANTEL DE 5 MTS - PROG1","MANTEL DE 5 MTS - PROG1","No esencial","",""
2050000724,"MESADA MOSTRADOR","MESADA MOSTRADOR","No esencial","",""
2050000725,"BAJO MESADA (11 PUERTAS)","BAJO MESADA (11 PUERTAS)","No esencial","",""
2050000732,"ESCRITORIO DE 2 COMPARTIMIENTOS","ESCRITORIO DE 2 COMPARTIMIENTOS","No esencial","",""
2050000733,"MESA CHICA","MESA CHICA","No esencial","",""
2050000734,"MESA DE MADERA","MESA DE MADERA","No esencial","",""
2050000742,"CAJONERA LIBRE","CAJONERA LIBRE","No esencial","",""
2050000743,"CAJONERA CON PUERTA","CAJONERA CON PUERTA","No esencial","",""
2050000744,"ALACENA COLGANTE","ALACENA COLGANTE","No esencial","",""
2050000745,"BANDERA IPS 3METROS PROG. 1","BANDERA IPS 3METROS PROG. 1","No esencial","",""
2050000746,"PANTALON B.C. VERDE P PROG. 1","PANTALON B.C. VERDE P PROG. 1","No esencial","",""
2050000747,"PANTALON B.C. VERDE M PROG.1","PANTALON B.C. VERDE M PROG.1","No esencial","",""
2050000748,"PANTALON B.C. VERDE G PROG.1","PANTALON B.C. VERDE G PROG.1","No esencial","",""
2050000749,"PANTALON B.C. VERDE XL PROG.1","PANTALON B.C. VERDE XL PROG.1","No esencial","",""
2050000750,"MANTEL REDONDO 2.50 PROG.1","MANTEL REDONDO 2.50 PROG.1","No esencial","",""
2050000751,"BOTA T.I. GINECOLOGICA","BOTA T.I. GINECOLOGICA","No esencial","",""
2050000752,"CHOMBA BC VERDE G PROG.1","CHOMBA BC VERDE G PROG.1","No esencial","",""
2050000753,"CHOMBA BC VERDE XL PROG.1","CHOMBA BC VERDE XL PROG.1","No esencial","",""
